mean_vec,tau_vec,tauHajek_vec,beta_hat_vec,widthClassic_vec,widthEst_vec,theta_0_vec_first,theta_0_vec_second,theta_1_vec_first,theta_1_vec_second,widthDrift_vec,widthOracle_vec,widthOnestep_vec,widthConservative_vec,widthOracle_jack_vec,widthOnestep_jack_vec,widthClassic_jack_vec,widthEst_jack_vec,beta_coverage_vec
0.496,1.9795553352900819,1.978456324930547,0.0,0.29607365285126497,0.29607365285126497,0.007589167302662492,-1.9060445502137537,2.00555684845117,2.3886930332842122,1.643044428583904,1.4343762029680875,1.5283381474887177,1.7837506348871075,1.55592670865329,1.6598925844089523,0.31945733881589017,0.31945733881589017,0.0
0.598,2.871559070626567,2.8695250946198896,0.9628999999999985,0.29607365285126497,1.527974019302456,-0.007136551586840085,-2.076498533986235,2.0070316576475715,2.068130905002276,1.643044428583904,1.4343762029680875,1.5283381474887177,1.7158191562537217,1.4966756738370823,1.596675908757173,0.3072975838877739,1.595273425529693,0.0
0.482,1.8641578014186293,1.8562604513872247,0.0,0.29607365285126497,0.29607365285126497,0.00291847154268756,-2.020757977662883,1.9907998556327064,1.5564391694472048,1.643044428583904,1.4343762029680875,1.5283381474887177,1.4764821811562703,1.2879079839081964,1.3739573643600709,0.26443510623779154,0.26443510623779154,0.0
0.588,2.759745092103377,2.757585733871387,0.95,0.29607365285126497,1.316294050735891,-0.04088299078832097,-1.7470321108269065,1.9896833520582022,2.182834150228867,1.643044428583904,1.4343762029680875,1.5283381474887177,1.611314238038756,1.4055204337716742,1.499426379040147,0.28858472489778025,1.2904660777521098,0.0
0.496,1.9814187263098384,1.9902389237045013,0.0,0.29607365285126497,0.29607365285126497,-0.01753434162940374,-1.2930559713197987,2.0034166593209837,3.199038700063057,1.643044428583904,1.4343762029680875,1.5283381474887177,1.8305534625570417,1.596760438953067,1.7034410560715774,0.32785265505548267,0.32785265505548267,0.0
0.528,2.2303729675750636,2.2356688718033184,0.36,0.29607365285126497,0.36926872340669303,0.009192419009527626,-2.6343778067530836,1.9965345320494658,2.6016434058741007,1.643044428583904,1.4343762029680875,1.5283381474887177,2.165616310923297,1.8890165265663756,2.015244411977254,0.3878418159502119,0.48479262828974223,0.0
0.572,2.6290382494479707,2.629922417126878,0.91,0.29607365285126497,0.9813527517066578,0.027094513831677023,-2.4673606126975614,2.0183994075501173,1.8772271724923248,1.643044428583904,1.4343762029680875,1.5283381474887177,1.8112357726554729,1.5799022483489498,1.685468794246002,0.3243810459151693,1.0811991333869506,0.0
0.734,4.297265422232371,4.299736833424988,0.9999999999999545,0.29607365285126497,1.465328433412946,0.42941670652957953,-3.4335162706396423,1.7019115129378901,3.1331250985510843,1.643044428583904,1.4343762029680875,1.5283381474887177,2.713162557191719,2.3666207984186842,2.5247751270027154,0.4858907315965596,2.419678445466883,0.0
0.24,0.46783551726942985,0.46885223668872644,0.9999999999999545,0.29607365285126497,1.465328433412946,0.2521251577346959,-0.9840234156531644,1.515672334822916,0.4614881296275728,1.643044428583904,1.4343762029680875,1.5283381474887177,0.6025497491610969,0.5256321214094621,0.5606891042167945,0.10797554021036791,0.5373721241561407,0.0
0.462,1.7022220632477287,1.7018203781272032,0.66,0.29607365285126497,0.5056892339139726,-0.007128127589286499,-2.1486836846087525,2.0003780495603176,1.994194482185522,1.643044428583904,1.4343762029680875,1.5283381474887177,1.707633176672077,1.4895329999531524,1.589059498474785,0.30582812427359196,0.5244640471450545,0.0
0.416,1.3950721786603055,1.3936217250255645,0.9400000000000001,0.29607365285126497,1.201681624321736,0.025494478789863665,-1.6478601758013478,1.9429638174936976,1.480229498678475,1.643044428583904,1.4343762029680875,1.5283381474887177,1.2919119178566998,1.1269131991160806,1.202202129249806,0.23138265069203115,0.9445160956182612,0.0
0.496,1.9626043711953345,1.9721169192564783,0.0,0.29607365285126497,0.29607365285126497,-0.005405171693054377,-2.2006216435101553,1.9954446547977291,1.9330416611884402,1.643044428583904,1.4343762029680875,1.5283381474887177,1.7080050468003911,1.4898571799053602,1.5894056485232673,0.30589442585352894,0.30589442585352894,0.0
0.54,2.338874605101189,2.3408779285017354,0.6900000000000001,0.29607365285126497,0.5294942136799226,0.006296099345313511,-1.7197105626628246,2.001618408967895,1.8702545458978244,1.643044428583904,1.4343762029680875,1.5283381474887177,1.4885308709087524,1.2984233403816194,1.3851665343185406,0.26660144764101007,0.47878812593301884,0.0
0.314,0.7964776351176841,0.7906161745457353,0.9999999999999545,0.29607365285126497,1.465328433412946,0.1255132995857022,-1.2769738307301255,1.7598030632083144,0.9623880619590484,1.643044428583904,1.4343762029680875,1.5283381474887177,0.9294824291442297,0.8107847639559684,0.8649329218954391,0.1664907432792058,0.8289400967326086,0.0
0.472,1.7773670504357206,1.785907616265186,0.36,0.29607365285126497,0.36926872340669303,-0.01078017435301237,-1.8303207946413433,1.9938336088849087,1.5231158730933494,1.643044428583904,1.4343762029680875,1.5283381474887177,1.3862496777080926,1.2092052720098345,1.2899876447402718,0.248282955966353,0.31033921817911087,0.0
0.538,2.3250028687361133,2.3187232333402665,0.66,0.29607365285126497,0.5056892339139726,-0.006690759758438058,-1.8961804909110582,1.994122543344504,2.3173577432494668,1.643044428583904,1.4343762029680875,1.5283381474887177,1.7484775391616032,1.5251585474369198,1.6270688517135268,0.313139849963327,0.5370066235948868,0.0
0.646,3.3522988825561932,3.3541061239458836,0.9999999999999545,0.29607365285126497,1.465328433412946,0.1851150276227996,-3.006245632101815,1.958326148234628,2.379389563321973,1.643044428583904,1.4343762029680875,1.5283381474887177,2.234585735471509,1.949175413976811,2.07942566954834,0.40019125416184964,1.9928695616656622,0.0
0.648,3.3478273984009985,3.35894963548308,0.9999999999999545,0.29607365285126497,1.465328433412946,0.13825796336281304,-2.8491074247398567,1.8850092281558672,2.7148264997769007,1.643044428583904,1.4343762029680875,1.5283381474887177,2.29865757223123,2.0050610271765925,2.1390500470505653,0.4116617051996678,2.0500106887932223,0.0
0.426,1.4590027521510118,1.4614900520784981,0.92,0.29607365285126497,1.0408167941668713,-0.058255693303843,-2.4489228719300327,1.9499933159594929,1.337323661614814,1.643044428583904,1.4343762029680875,1.5283381474887177,1.5858857228415388,1.3833416676538186,1.4757625104912224,0.28403367799892554,1.0041069178963076,0.0
0.648,3.356396997750172,3.364384448567774,0.9999999999999545,0.29607365285126497,1.465328433412946,0.05590593688618026,-2.482849680469332,1.7973744897574742,3.0687548881706306,1.643044428583904,1.4343762029680875,1.5283381474887177,2.298509606110418,2.0049329207700746,2.1389118533620355,0.4116366790804622,2.0498787386546864,0.0
0.402,1.29197130254615,1.2918435559277632,0.9628999999999985,0.29607365285126497,1.527974019302456,0.08414980609362518,-1.2641850867760533,1.9274432632300684,1.312172476081999,1.643044428583904,1.4343762029680875,1.5283381474887177,1.0646586597652927,0.9286945861558717,0.9907236963175153,0.19069764274748172,0.989864682797442,0.0
0.65,3.3876083309729967,3.3908199127753718,0.9999999999999545,0.29607365285126497,1.465328433412946,-0.07478221975076238,-2.002116599079461,1.9666440549991453,2.385154977312122,1.643044428583904,1.4343762029680875,1.5283381474887177,1.8151184606098898,1.5832901437558538,1.6890813001660878,0.32507811237411394,1.6187763206764292,0.0
0.644,3.315517037370591,3.3325586517336596,0.9999999999999545,0.29607365285126497,1.465328433412946,0.020428560585869504,-2.3429298729405557,1.9079654267733495,2.6386732240362143,1.643044428583904,1.4343762029680875,1.5283381474887177,2.0627994688531484,1.7993316225818705,1.9195668588781145,0.36942800527232633,1.8396655084922886,0.0
0.612,2.9967364099935936,3.0019948017575655,0.9792999999999967,0.29607365285126497,2.045376457215486,-0.032444436629400275,-1.9593120085980005,1.9613098979836145,2.376939880243377,1.643044428583904,1.4343762029680875,1.5283381474887177,1.7938280039875294,1.564719467442779,1.669268912567217,0.3212659427004573,2.232777701190257,0.0
0.584,2.7226067614442475,2.723076965658159,0.9400000000000001,0.29607365285126497,1.201681624321736,0.024585757423179182,-2.335176740664161,1.9773630770571986,2.302400491160599,1.643044428583904,1.4343762029680875,1.5283381474887177,1.9209701639217005,1.675616584763364,1.787585962577157,0.34402669778701694,1.4044150056233093,0.0
0.554,2.4677895343480643,2.4686782278296913,0.8300000000000001,0.29607365285126497,0.7143955383478839,-0.00022168021907819843,-2.1491931944403424,2.0026801040584883,2.0746208597002154,1.643044428583904,1.4343762029680875,1.5283381474887177,1.7449043685119645,1.5220430747497278,1.6237430984871861,0.3125019527793562,0.7578822580454075,0.0
0.484,1.8858740331402906,1.8809982324031176,0.0,0.29607365285126497,0.29607365285126497,0.002135692522854614,-1.0499841745286762,2.0117880470768013,2.3397700915854625,1.643044428583904,1.4343762029680875,1.5283381474887177,1.3938643256222423,1.2158518055560983,1.2970712358237224,0.24965349711587084,0.24965349711587084,0.0
0.662,3.5183129683138317,3.5222486744626056,0.9999999999999545,0.29607365285126497,1.465328433412946,0.07497525152300388,-2.5081856965521774,1.9019695068171625,2.658484250249586,1.643044428583904,1.4343762029680875,1.5283381474887177,2.14228851777012,1.868665635542524,1.993537767770177,0.3836600354610319,1.9105561644444244,0.0
0.482,1.8693082143062303,1.8581385344757013,0.0,0.29607365285126497,0.29607365285126497,-0.002998834654627411,-2.2368862426310816,2.005642975466116,2.3477431791600445,1.643044428583904,1.4343762029680875,1.5283381474887177,1.888849268090012,1.647602692955581,1.757693110324559,0.33828091199290167,0.33828091199290167,0.0
0.574,2.640495871070718,2.6282046584485332,0.92,0.29607365285126497,1.0408167941668713,0.018388829436490495,-2.0950797607058673,1.9832453373732797,2.1865366810267153,1.643044428583904,1.4343762029680875,1.5283381474887177,1.7732878552500422,1.5467999708336286,1.6501564555204724,0.31758309274850494,1.1227568109639117,0.0
0.684,3.756790889803745,3.7408073094009677,0.9999999999999545,0.29607365285126497,1.465328433412946,-0.13252124770363605,-1.845939738965511,2.0294801409746657,2.207830530132065,1.643044428583904,1.4343762029680875,1.5283381474887177,1.6748114834133274,1.460914856491649,1.5585108349224068,0.2999676211387219,1.493646534700478,0.0
0.426,1.4575685324289844,1.4575808077675338,0.92,0.29607365285126497,1.0408167941668713,0.034715634399245104,-1.4873483815045785,1.9342097287861715,1.1698908655859337,1.643044428583904,1.4343762029680875,1.5283381474887177,1.096828404082677,0.956760237691322,1.0206572275862662,0.19646620481599208,0.6944658977749915,0.0
0.588,2.7861286070983904,2.7924677761664127,0.95,0.29607365285126497,1.316294050735891,0.09526860724625041,-2.9037068960085914,2.016183698262588,1.9147735245862139,1.643044428583904,1.4343762029680875,1.5283381474887177,1.9744422086055724,1.7222621327945404,1.8373434828029342,0.35360784765751596,1.5812843479504177,0.0
0.464,1.7216631881024707,1.7301374314234679,0.62,0.29607365285126497,0.4784531906270996,0.009839967988537375,-1.4389810586238319,2.0055309666767727,2.019779338220186,1.643044428583904,1.4343762029680875,1.5283381474887177,1.4259387180898437,1.2438237348866896,1.3269215440091648,0.255388810337175,0.4142646996973705,0.0
0.594,2.82709930178322,2.830515422041324,0.9572999999999992,0.29607365285126497,1.424308873144518,0.10974350899821911,-2.9669729840923575,1.9938113666113844,2.1336084499579373,1.643044428583904,1.4343762029680875,1.5283381474887177,2.1068818143445025,1.8377853646296414,1.9605873898932158,0.3773254150141719,1.8258979796704466,0.0
0.616,3.04179166871452,3.0425329581700677,0.9832999999999963,0.29607365285126497,2.277137918414139,0.04946002912657464,-2.4386172733873686,1.971480867217063,2.3772447428016497,1.643044428583904,1.4343762029680875,1.5283381474887177,1.9912985996885197,1.73696130605574,1.8530316580383228,0.3566201357492974,2.759482296152654,0.0
0.406,1.3207238394919134,1.3227395474237287,0.9572999999999992,0.29607365285126497,1.424308873144518,0.004094754503779788,-1.7746989194341682,2.0044194862903084,1.9203700433179067,1.643044428583904,1.4343762029680875,1.5283381474887177,1.5224469150661157,1.328003108512671,1.4167298814280187,0.2726687437611852,1.3194084315887575,0.0
0.53,2.253508529684079,2.2505783234282273,0.45,0.29607365285126497,0.39811512745790734,-0.0009983975226802318,-2.4160918861012393,1.986626326445928,2.435019712378425,1.643044428583904,1.4343762029680875,1.5283381474887177,2.0064318677106088,1.750164767225348,1.8671125310296408,0.35933506255014086,0.48451422095994556,0.0
0.508,2.078263481096049,2.068260172379604,0.0,0.29607365285126497,0.29607365285126497,0.010034349231028231,-2.9632167478839495,1.9930029794404238,1.3896042863771445,1.643044428583904,1.4343762029680875,1.5283381474887177,1.7857599332850111,1.5576883007177131,1.6617577034733357,0.3198308726577535,0.3198308726577535,0.0
0.428,1.4667064094345916,1.4764815146886983,0.91,0.29607365285126497,0.9813527517066578,-0.040390000451060934,-2.1601998545563625,1.9699376462095681,1.5800872051922923,1.643044428583904,1.4343762029680875,1.5283381474887177,1.5461754093316207,1.3486986052548597,1.438811970665716,0.2769147488390803,0.9229753204279831,0.0
0.638,3.2710843335568596,3.2673469582166144,0.9999999999999545,0.29607365285126497,1.465328433412946,0.08851684470506099,-2.6137693448224764,2.00498102887123,2.1548624980987148,1.643044428583904,1.4343762029680875,1.5283381474887177,1.9643594493010745,1.7134662767375672,1.8279613009745463,0.3518007381954258,1.751873807884481,0.0
0.684,3.741475473869472,3.7364524778687054,0.9999999999999545,0.29607365285126497,1.465328433412946,0.39199351895604573,-3.5620015996669028,1.9053983149508187,2.6205774290404515,1.643044428583904,1.4343762029680875,1.5283381474887177,2.5537164879201324,2.227544637285977,2.37639779776383,0.4573429620456696,2.277479783517103,0.0
0.436,1.5137107574438495,1.5086064201702365,0.88,0.29607365285126497,0.8500355709069364,-0.010183870605295752,-2.0549422673092943,2.0035569668018374,1.8745572701054907,1.643044428583904,1.4343762029680875,1.5283381474887177,1.6188720767341924,1.4121090828768907,1.506461455386225,0.289932320031509,0.8369032312668924,0.0
0.608,2.9580292022132024,2.95685823819118,0.9749999999999972,0.29607365285126497,1.8612301949579955,0.11173504845877702,-2.8270198036536045,2.0009277517131623,2.151638078352986,1.643044428583904,1.4343762029680875,1.5283381474887177,2.0659172068794733,1.8020491038395647,1.9224691831417076,0.3699832223388457,2.3398743005076867,0.0
0.614,2.9921461129612577,2.9961037740443417,0.9812999999999965,0.29607365285126497,2.151950091812307,-0.06511478110116922,-1.7935569682051695,1.9903112751124263,2.2270497682681656,1.643044428583904,1.4343762029680875,1.5283381474887177,1.6697805360951061,1.4565176948923089,1.5538338030692156,0.29905315910417274,2.1866963679709084,0.0
0.528,2.2303833361766348,2.2294483776265976,0.36,0.29607365285126497,0.36926872340669303,0.002491531992467463,-2.0813302556135853,1.999363929793303,2.5893604080360415,1.643044428583904,1.4343762029680875,1.5283381474887177,1.925937352066042,1.67995286624588,1.7922064111615084,0.34492167041063215,0.4311416552975441,0.0
0.594,2.822941495802239,2.823194833138351,0.9572999999999992,0.29607365285126497,1.424308873144518,0.09040727810612145,-2.79201440989793,1.9800720262551463,2.3222435770035013,1.643044428583904,1.4343762029680875,1.5283381474887177,2.1198311546586215,1.849078825353627,1.9726385950821346,0.37964153797742484,1.8371196946224888,0.0
0.442,1.5762775826736986,1.5800886326667876,0.86,0.29607365285126497,0.7870782361025515,-0.00845207729064646,-1.9559660905623821,1.988956349798839,1.8349364100306225,1.643044428583904,1.4343762029680875,1.5283381474887177,1.561985298997187,1.3624886349645604,1.4535243800819644,0.27974528315492586,0.7475964037867993,0.0
0.448,1.6003253093655052,1.596325704907264,0.8200000000000001,0.29607365285126497,0.6943109680337289,-0.0006240289771190901,-2.0775001681328518,2.0206635023281345,2.0761069788655955,1.643044428583904,1.4343762029680875,1.5283381474887177,1.7184078453236924,1.4989308282174685,1.59908636286558,0.3077567503530196,0.7253455110778674,0.0
0.352,0.9964332220106121,0.9887183972369994,0.9999999999999545,0.29607365285126497,1.465328433412946,-0.09407148165494462,-2.1756926902305933,1.9441883809405072,1.5426407447600958,1.643044428583904,1.4343762029680875,1.5283381474887177,1.5145846733792911,1.32115008182671,1.4094109402638086,0.27126838981230306,1.3507515027596368,0.0
0.442,1.56587276903251,1.5657802793369038,0.86,0.29607365285126497,0.7870782361025515,0.0074835093668845255,-1.7225064894796351,1.9763857585817912,1.603793379309768,1.643044428583904,1.4343762029680875,1.5283381474887177,1.3777486215242702,1.2017865200238997,1.282078685136311,0.24675516171577924,0.6594194001173739,0.0
0.466,1.7413677306454873,1.74714701047708,0.5700000000000001,0.29607365285126497,0.44991664345576954,-0.01740692061006167,-2.2831947550072065,2.0069169614574407,1.967341406148208,1.643044428583904,1.4343762029680875,1.5283381474887177,1.7571682653321647,1.5327437138415678,1.6351538050494723,0.31470309898391247,0.47989346342540096,0.0
0.656,3.4661566611820036,3.467897190361314,0.9999999999999545,0.29607365285126497,1.465328433412946,-0.03522424998121626,-2.1008693974778723,1.896509971322918,2.679668145094679,1.643044428583904,1.4343762029680875,1.5283381474887177,1.9470023307502755,1.6983272008255799,1.8118088009574476,0.3486939763360345,1.7363942290429886,0.0
0.486,1.8984948740487786,1.9021138200390952,0.0,0.29607365285126497,0.29607365285126497,-0.005052953091143193,-2.0229714489002384,2.00455425880679,3.0642781840825,1.643044428583904,1.4343762029680875,1.5283381474887177,2.112813811534867,1.8429642645807822,1.9661051129652334,0.3783947674203982,0.3783947674203982,0.0
0.662,3.539288417187455,3.5507497676425457,0.9999999999999545,0.29607365285126497,1.465328433412946,0.04588695506648216,-2.449189627021203,1.8910383915750077,2.7018275503505915,1.643044428583904,1.4343762029680875,1.5283381474887177,2.1340717146864563,1.8614982741484094,1.98589152603718,0.38218842700018046,1.9032281763042322,0.0
0.332,0.8885555540320031,0.8819309525423464,0.9999999999999545,0.29607365285126497,1.465328433412946,0.01962159593824092,-1.686030148539066,1.9009369012348902,1.3284967224704163,1.643044428583904,1.4343762029680875,1.5283381474887177,1.239916267026987,1.0815644122624608,1.153813821489454,0.22207961065429394,1.105794115719005,0.0
0.324,0.8491111992894066,0.8523259865574103,0.9999999999999545,0.29607365285126497,1.465328433412946,0.026104126573602726,-1.6268521134753438,1.962819659343671,1.5729371845794078,1.643044428583904,1.4343762029680875,1.5283381474887177,1.321683966001796,1.1528877307682253,1.2299042763166204,0.23672232037665342,1.1787169574630914,0.0
0.554,2.4504671524699426,2.4455698505446244,0.8300000000000001,0.29607365285126497,0.7143955383478839,0.02044708126685947,-2.2331841970715485,1.9833305148452518,2.382000519038996,1.643044428583904,1.4343762029680875,1.5283381474887177,1.902841547229897,1.6598049529448526,1.7707153233350152,0.34078238696312707,0.826478589892069,0.0
0.304,0.7377246792531609,0.7449265795348156,0.9999999999999545,0.29607365285126497,1.465328433412946,0.10834812164793534,-1.3398305480868262,1.6531909568803782,0.6273307807891717,1.643044428583904,1.4343762029680875,1.5283381474887177,0.8240118880993268,0.7187924710277613,0.7667820838404737,0.14761297937426526,0.7348784302005453,0.0
0.62,3.07870736071198,3.0919295520769325,0.9870999999999959,0.29607365285126497,2.5908507946120234,-0.021867894813881128,-2.0613568318427813,1.8959150669125573,2.78639012622393,1.643044428583904,1.4343762029680875,1.5283381474887177,1.9988703960712138,1.7435696341581983,1.8600758048583304,0.3579817346678927,3.151659272415286,0.0
0.438,1.5484303089345652,1.5510792993854374,0.88,0.29607365285126497,0.8500355709069364,-0.024121030269966683,-2.383062504875074,2.0109348237276206,2.0506253156594445,1.643044428583904,1.4343762029680875,1.5283381474887177,1.8370947446264985,1.6024639566058791,1.7095293328039838,0.3290206275027155,0.9497191027118036,0.0
0.324,0.8383814586500705,0.8422314454132439,0.9999999999999545,0.29607365285126497,1.465328433412946,0.03263322021589704,-1.5610198923537717,1.962873164387523,1.5745138679763206,1.643044428583904,1.4343762029680875,1.5283381474887177,1.2964186654802716,1.130848107710586,1.2063939734622915,0.2321955591691739,1.1561846020077964,0.0
0.648,3.3613434769871344,3.3731202004832768,0.9999999999999545,0.29607365285126497,1.465328433412946,0.16946687971542934,-2.989400304318034,1.9208999637368056,2.585175591601093,1.643044428583904,1.4343762029680875,1.5283381474887177,2.3052418215143478,2.010806803658443,2.1451758120066344,0.41284469996087686,2.055882743825145,0.0
0.542,2.349271090129416,2.352143104198828,0.72,0.29607365285126497,0.5570342750351821,-0.02463649055805011,-1.5636333041524395,2.003888388722711,2.1267442816193354,1.643044428583904,1.4343762029680875,1.5283381474887177,1.511199830293151,1.318191841879219,1.4062641141566257,0.27065342611928217,0.5114508764703174,0.0
0.538,2.319281741499454,2.3109548897142465,0.66,0.29607365285126497,0.5056892339139726,-0.0007906957307724921,-2.072970933725923,1.9848371977286514,2.222813545177246,1.643044428583904,1.4343762029680875,1.5283381474887177,1.775855472587721,1.5490384898755543,1.65254638990447,0.31804116070570954,0.5454140565641034,0.0
0.39,1.2249550973478658,1.2279434042226958,0.977199999999997,0.29607365285126497,1.9489320634751124,0.030300144266621455,-1.65907926644881,1.909019855978594,1.3149967116290675,1.643044428583904,1.4343762029680875,1.5283381474887177,1.2339133177541899,1.0763237485953336,1.1482300071143943,0.22099774474911577,1.4634154215805686,0.0
0.62,3.0798631885190426,3.070233072319229,0.9870999999999959,0.29607365285126497,2.5908507946120234,-0.047250512386652316,-1.9338204258913618,1.9129090284439114,2.584462719184973,1.643044428583904,1.4343762029680875,1.5283381474887177,1.8490945942785286,1.6129256987245388,1.720698803716238,0.33116133967535366,2.915505154610763,0.0
0.518,2.1519718472450653,2.1526260673027435,0.0,0.29607365285126497,0.29607365285126497,-0.0017169131276169424,-1.9960482915335458,1.9997819781852462,2.3361915304556318,1.643044428583904,1.4343762029680875,1.5283381474887177,1.7893162442536097,1.560780878631264,1.6650720430959483,0.32045319706037095,0.32045319706037095,0.0
0.528,2.242248811400569,2.240047671653555,0.36,0.29607365285126497,0.36926872340669303,-0.009241939500741973,-1.8795667023673481,2.005757297255079,2.280342211387731,1.643044428583904,1.4343762029680875,1.5283381474887177,1.7198616507719453,1.5001994267301577,1.600438972204608,0.3080178462022537,0.3850117030855386,0.0
0.406,1.3210715612015886,1.320094930090409,0.9572999999999992,0.29607365285126497,1.424308873144518,0.035977630871296525,-1.5981445652188193,2.011010135615085,1.919243508916708,1.643044428583904,1.4343762029680875,1.5283381474887177,1.4580467099712964,1.2718273675163339,1.35680186794206,0.261133813051249,1.263596652157936,0.0
0.404,1.308914585322495,1.3053779030487727,0.9600999999999988,0.29607365285126497,1.4734115613729313,0.03290851813981556,-1.661682284202882,1.9271372825997688,1.3965079089669836,1.643044428583904,1.4343762029680875,1.5283381474887177,1.2651669118725937,1.1035865594388046,1.1773129361534855,0.22659655395462183,1.134260464823919,0.0
0.382,1.1726302941816957,1.1677587414634136,0.9851999999999961,0.29607365285126497,2.418864589411881,-0.006558435738384466,-1.8614749059211766,1.8988421021733768,1.2999584160215178,1.643044428583904,1.4343762029680875,1.5283381474887177,1.2962765324180765,1.1307214088857425,1.2062631294689847,0.232165935351634,1.9081685335825331,0.0
0.68,3.7049902808080106,3.7132109865073746,0.9999999999999545,0.29607365285126497,1.465328433412946,0.14946325020601742,-2.827109821427145,1.7899313376226833,3.0157187574411957,1.643044428583904,1.4343762029680875,1.5283381474887177,2.418828602407004,2.109884363025469,2.250876374838324,0.43318468429249435,2.157182774211356,0.0
0.324,0.8473048955149329,0.8512667797872407,0.9999999999999545,0.29607365285126497,1.465328433412946,-0.002080689305159464,-1.743350930966322,2.021840609291766,1.7177213670502027,1.643044428583904,1.4343762029680875,1.5283381474887177,1.4298519152295301,1.2472386358212102,1.3305622354404434,0.2560919433184323,1.2751843143901114,0.0
0.574,2.6578887563693914,2.661159989556993,0.92,0.29607365285126497,1.0408167941668713,0.013761544110753601,-2.219301274575369,2.038872622019181,1.732461823631673,1.643044428583904,1.4343762029680875,1.5283381474887177,1.6407629754281245,1.4312078736979204,1.5268303147273499,0.29385871190137486,1.0388515506513363,0.0
0.286,0.6592397070260636,0.6599970762654029,0.9999999999999545,0.29607365285126497,1.465328433412946,0.01966767789877419,-1.567783969896208,1.8312934185405902,1.1765337872669228,1.643044428583904,1.4343762029680875,1.5283381474887177,1.1441192667413687,0.9980059617628836,1.0646670041679664,0.2049279088697819,1.0203595535159127,0.0
